Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Employment in services, female (% of female employment) (modeled ILO estimate)",75.98999786,77.27999878,77.30999756,77.80999756,77.44000244,76.88999939,76.13999939,75.84999847,76.11000061,75.88999939,75.52999878,76.69000244,77.48000336,77.84999847,79.09999847,80.38999939,81.65000153,81.51000214,82.13999939,82.87999725,83.31999969,84.5,85.05000305,85.11000061
"Children in employment, self-employed (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,6.23,,7.16,4.993905192,8.78,,,
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",,,,,,,,,,5.2,,,,7.1,5.53,,5.97,,6.05,5.838561041,7.95,,,
"Employment in industry, female (% of female employment) (modeled ILO estimate)",14.52000046,14.46000004,14.34000015,13.97000027,13.86999989,13.40999985,12.98999977,12.81000042,12.89999962,13.02000046,13.39000034,13.13000011,13.30000019,13.68999958,13.31000042,12.60999966,11.89999962,12.61999989,12.22000027,11.93999958,11.65999985,10.77000046,10.68999958,10.75
"Contributing family workers, female (% of female employment) (modeled ILO estimate)",12.05000019,10.35000038,10.85000038,10.25,11.09000015,9.850000381,8.659999847,8.609999657,8.359999657,8.180000305,8.199999809,7.25,6.869999886,5.949999809,5.610000134,4.840000153,4.199999809,4.610000134,4.619999886,4.289999962,4.199999809,3.529999971,3.619999886,3.440000057
"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",62.58000183,63.97999954,63.22000122,63.08000183,62.45000076,62.90000153,63.20000076,63.06000137,63,63.56000137,63.47000122,64.26000214,65.41999817,66.44999695,66.94999695,67.86000061,68.51000214,70.12000275,69.87000275,69.98999786,68.69999695,68.25,67.69999695,67.25
"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",33.71999931,33.53999949,33.77999973,34.15000057,34.82999945,33.72999954,32.96000004,32.91000056,33.24000049,32.77999926,32.24000049,31.45999908,31.30000067,29.27999926,29.35999966,29.59000039,30.03999913,28.69999993,28.94999957,29.07000005,30.36000073,30.99000013,30.82000041,30.98999977
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",76.3030014,73.76599884,73.95899963,72.82700348,72.03800201,71.93699646,71.34500122,71.53399658,70.80000305,71.90299988,71.80699921,71.94799805,71.82099915,72.41300201,71.58300018,71.51100159,70.83200073,71.3690033,71.36599731,71.07700348,69.65899658,67.0490036,65.95400238,66.16000366
Female share of employment in senior and middle management (%),,,,,,,,35,34.20000076,35.70000076,38.09999847,36.29999924,37.70000076,35.79999924,35.20000076,,36.59999847,35.59999847,36.20000076,36.5,37.09999847,37.59999847,37.70000076,37.90000153
"Employers, total (% of total employment) (modeled ILO estimate)",4.309999943,3.950000048,4.349999905,4.369999886,4.400000095,4.46999979,4.380000114,4.409999847,4.340000153,4.239999771,4.389999866,4.610000134,3.869999886,4.619999886,4.420000076,3.930000067,3.470000029,3.99000001,4.119999886,4.119999886,4.380000114,4.369999886,4.71999979,4.849999905
"Employment to population ratio, ages 15-24, total (%) (national estimate)",56.43000031,53.50999832,52.84999847,51.11000061,50.61000061,,50.38999939,51.18999863,50.36000061,51.99000168,52.29000092,52.11000061,52.54000092,52.91999817,51.09999847,,49.63000107,48.08000183,47.20999908,46.59999847,44.29000092,40.58000183,40.09000015,40.52000046
"Employment to population ratio, ages 15-24, female (%) (national estimate)",42.34999847,40.31999969,39.47999954,37.95000076,38.22999954,,39.27999878,40.34000015,39.38999939,41.24000168,41.54000092,41.66999817,42.27000046,42.54999924,40.95999908,,40.24000168,38.97999954,38.36999893,38.16999817,35.97000122,33.25,33.09000015,33.52999878
Child employment in agriculture (% of economically active children ages 7-14),,,,,,,,,,,,,55.5,54.7,51.72,,56.27,,56.66,55.41647856,56.07,,,
"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",,,,,,,,,,,,,,,,,,,,,,20.35,,
Average transaction cost of sending remittances to a specific country (%),,,,,,,,,,,,,,,,,13.41871797,12.99323154,11.94,7.658889312,7.00663445,6.810878369,6.330476701,7.056300342
Multidimensional poverty index (scale 0-1),,,,,,,,,,,,,,,,,,,,,,,,
"Multidimensional poverty headcount ratio, female (% of female population)",,,,,,,,,,,,,,,,,,,,,,,,
Poverty gap at $3.65 a day (2017 PPP) (%),12.7,13.5,13.5,12.3,12.9,,11.2,10.3,10.9,9.7,8.8,7.4,7.1,5.9,5.6,,4.8,4.1,3.4,3.1,3.4,4.1,4.5,4.5
Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),14.7,16,16,14.3,15,,13,11.7,12.6,11.1,10,8.3,7.9,6.5,6.1,,5.3,4.5,3.7,3.3,3.9,4.7,5.3,5.3
Income share held by highest 10%,47.5,47.4,47.4,47.6,47,,46.1,46.1,45.4,44.5,44.6,44.1,43.2,42.5,42.2,,41.7,42.4,41.7,41,40.9,42,42,42.5
Income share held by second 20%,5.8,5.7,5.7,5.8,6,,6,6.1,6.2,6.5,6.5,6.7,6.9,7.1,7.2,,7.5,7.4,7.5,7.7,7.7,7.4,7.4,7.3
"Out-of-pocket expenditure per capita, PPP (current international $)",,,,,,276.3365486,299.3416244,302.9441549,282.7615042,300.1411143,316.7911481,330.1175683,340.6456634,329.3860576,347.6569146,333.852118,343.2003292,345.5100303,350.367901,371.9229395,324.5552053,319.2134758,336.5962103,357.1782278
Domestic general government health expenditure per capita (current US$),,,,,,130.1274607,111.0191219,104.673685,107.7583621,126.1028782,160.252827,208.4551487,256.0569503,309.4816381,318.7563157,403.7042901,459.0426739,414.9755797,436.8038849,448.0372096,339.6778017,343.9113818,392.4951331,355.9190342
"External health expenditure per capita, PPP (current international $)",,,,,,2.40292651,2.24523814,2.62728832,1.5695754,4.5036588,0.59549771,1.01929035,0.84103707,0.57100298,1.66068128,2.79420506,3.97184557,1.45004967,0.84483797,1.82137205,1.05253102,0.97127997,0.9111855,1.2289794
Current health expenditure per capita (current US$),,,,,,312.5392761,270.1898193,246.9470062,251.4379425,295.5286255,384.9320068,485.5993347,602.6859131,707.4912109,721.7680054,896.6971436,1031.576172,957.0070801,981.152832,1017.047119,785.2648315,798.6270752,940.369751,866.1553955
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),,2.418268442,,,,,,,,,,,,2.085927963,,,,,,,,,1.88022995,
Proportion of population pushed below the $3.20 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),,1.364984035,,,,,,,,,,,,1.461169958,,,,,,,,,0.550620973,
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),,0.555012286,,,,,,,,,,,,0.74296093,,,,,,,,,0.183674723,
"Incidence of tuberculosis (per 100,000 people)",,,,,,51,48,52,53,54,50,46,46,46,45,44,44,44,44,43,43,43,44,46
"Prevalence of severe wasting, weight for height, male (% of children under 5)",,0.9,,,,,,,,,,,0.3,,,,,,,,,,,
"Prevalence of wasting, weight for height, female (% of children under 5)",,2.6,,,,,,,,,,,1.6,,,,,,,,,,,
"Suicide mortality rate, male (per 100,000 male population)",,,,,,6.3,7,6.7,6.8,6.9,7.3,7.2,7.5,7.9,8,7.6,8,8.2,8.6,8.8,9.1,9.4,10.3,10.9
"Prevalence of stunting, height for age, male (% of children under 5)",,14.8,,,,,,,,,,,8,,,,,,,,,,,
"People using safely managed sanitation services, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,,,,
"Prevalence of overweight, weight for height (% of children under 5)",,6.1,,,,,,,,,,,6.4,,,,,,,,,,,
Diarrhea treatment (% of children under 5 who received ORS packet),,43.6,,,,,,,,,,,,,,,,,,,,,,
"People practicing open defecation, rural (% of rural population)",,,,,,34.51210864,32.90413612,31.2961636,29.68819108,28.08021856,26.47224604,24.86427353,23.25630101,21.64832849,20.04035597,18.43238345,16.82441093,15.21643841,13.60846589,12.00049338,10.39252086,8.784548339,7.17657582,5.568603302
"Prevalence of underweight, weight for age, male (% of children under 5)",,4.8,,,,,,,,,,,2.3,,,,,,,,,,,
"People with basic handwashing facilities including soap and water, rural (% of rural population)",,,,,,,,,,,,,,,,,,,,,,,,
Births attended by skilled health staff (% of total),,87.3,98.6,98.6,98.6,98.6,98.3,98.5,98.4,98.6,98.6,97,98.6,98.8,98.9,98.9,99,99,98,98.4,98.2,98.6,98.7,98.8
"People using at least basic sanitation services, rural (% of rural population)",,,,,,36.51694227,37.82962378,39.14297543,40.4569972,41.7716891,43.08705112,44.40308328,45.71978557,47.03715798,48.35520052,49.6739132,50.993296,52.31334893,53.63407199,54.95546517,56.27752849,57.60026193,58.92366551,60.24773921
"Net official flows from UN agencies, UNRWA (current US$)",,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNEP (current US$)",,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNICEF (current US$)",15539999.96,21850000.38,4829999.924,6349999.905,1740000.01,1320000.052,1629999.995,1159999.967,1129999.995,1700000.048,2700000.048,2200000.048,2049999.952,1759999.99,1090000.033,959999.9785,750000,818588.1376,840907.9313,2732378.96,2499431.849,2637593.985,2502399.921,985552.4898
"PPG, private creditors (NFL, current US$)",3302582000,3514676000,4075559000,2603115000,-991722000,10552081000,4418328000,-1456924000,773309000,2196220000,3738858000,-13119821000,-7638835000,-1591046000,2557457000,1688293000,2919220000,18694217000,21378160000,29706701000,-2639316000,1757602000,-42282000,734911000
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",8282394000,9751649000,15021738000,19913386000,-13994526000,2262024000,-5623564000,-9769582000,-7341189000,-471109000,-1940940000,13582768000,19109489000,24682678000,6044986000,15320878000,48347761000,41421044000,45648886000,67590159000,28124920000,20259684000,14565077000,29620076000
"IFC, private nonguaranteed (NFL, current US$)",0,0,0,0,0,0,-8126700,94395000,49872600,-106278500,-74654831.21,241641217.3,-81966358.49,367560432.3,-87983644.94,-91862867.76,-41769942.81,-58462965.06,53604537,-56155805,281684314,-37546836,397855350,141808135
"Net financial flows, IBRD (NFL, current US$)",-539395000,278215000,367541000,245522000,580355000,805410000,810245000,337644000,-342026000,-116344000,-255394000,1460146000,-198596000,914230000,-597850000,3511731000,-4553080000,2408971000,2259021000,1597142000,474158000,515644000,159453000,-114197000
"Net official flows from UN agencies, IFAD (current US$)",-1200000.048,1879999.995,3579999.924,-1200000.048,3569999.933,1419999.957,4550000.191,1110000.014,200000.003,379999.9952,-1629999.995,,-250000,7260000.229,419999.9869,2660000.086,2039999.962,-1750000,879999.9952,2069999.933,3507400.036,7572820.187,10138580.32,30427820.21
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",2636202000,5999189000,4086084000,1356741000,5834870000,8891745000,8384875000,1375442000,7783661000,-4435766000,3580492000,-8116129000,539520000,2587036000,17769769000,29391315000,26449159000,5023542000,-2229916000,-401111000,-5442605000,-7709917000,-642953000,1287120000
Present value of external debt (current US$),,,,,,,,,,,,,,,,,,,,,,,,
Short-term debt (% of total external debt),19.4009,19.7595,17.5138,12.3474,11.9251,12.7718,12.2948,10.0864,10.4253,11.4489,12.7375,10.4594,16.4592,13.9353,14.126,18.5865,10.4295,7.3968,6.9266,10.4461,9.6322,10.5294,9.6516,11.9847
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",98763857926,96829028508,88266784835,99176483491,93029551709,96621779222,96618417434,99686853023,1.00064E+11,97455861808,94354180319,84551656462,79869902875,79918497338,87513195187,97485566993,94712068705,1.16646E+11,1.36527E+11,1.74931E+11,1.72887E+11,1.74683E+11,1.81161E+11,1.90193E+11
External debt stocks (% of GNI),21.2189767,21.66653618,22.90735022,28.60938019,42.1767771,38.01320914,42.53184703,47.13572678,43.67868109,33.99560199,21.74906288,17.98033414,17.42869341,15.89778314,17.25789057,16.47645761,15.86718543,18.34369247,19.86316811,23.14118167,30.80000511,30.96982043,26.87661315,30.0166633
"Net ODA provided, total (current US$)",,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Total (current US$)",231720000.6,221290001.4,209900000.2,236630000.7,128559995.6,239510000.7,226480004.6,213040000.3,205749999,154629998.6,191730001.4,83760001.25,296040005.5,427689998.9,328290002.3,420859992.9,799150007.8,1268110028,1161519980,881980005.5,972230000.4,643289998.2,237339997.3,401910002.1
"Net bilateral aid flows from DAC donors, Portugal (current US$)",70000.0003,829999.9833,340000.0036,930000.0072,860000.0143,620000.0048,860000.0143,1269999.981,370000.0048,879999.9952,1139999.986,1200000.048,3799999.952,1809999.943,1419999.957,8100000.381,8250000,6469999.79,4730000.019,3690000.057,3069999.933,2299999.952,3259999.99,3849999.905
"Net bilateral aid flows from DAC donors, Netherlands (current US$)",19930000.31,21340000.15,18000000,18899999.62,200000.003,2000000,15149999.62,14720000.27,13529999.73,16299999.24,15439999.58,1950000.048,219999.9988,479999.9893,639999.9857,409999.9964,239999.9946,239999.9946,289999.9917,119999.9973,150000.006,159999.9964,219999.9988,289999.9917
"Net bilateral aid flows from DAC donors, Italy (current US$)",16690000.53,20799999.24,9199999.809,4030000.21,3430000.067,1720000.029,5489999.771,3250000,5409999.847,12590000.15,1539999.962,8119999.886,6630000.114,17399999.62,12420000.08,9199999.809,7860000.134,5260000.229,4820000.172,4630000.114,7610000.134,6650000.095,3700000.048,8329999.924
"Net bilateral aid flows from DAC donors, Greece (current US$)",,,9999.999776,19999.99955,9999.999776,,,9999.999776,70000.0003,90000.00358,990000.0095,670000.0167,1230000.019,490000.0095,509999.9905,449999.9881,449999.9881,259999.9905,59999.99866,70000.0003,29999.99933,9999.999776,19999.99955,0
"Net bilateral aid flows from DAC donors, Spain (current US$)",3670000.076,6039999.962,6719999.79,6130000.114,5389999.866,5579999.924,6519999.981,6239999.771,7079999.924,9850000.381,10159999.85,17219999.31,32799999.24,36840000.15,64879997.25,26389999.39,21100000.38,10529999.73,7440000.057,5300000.191,4360000.134,4739999.771,5000000,5119999.886
"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",,,,,,,,,,,,,,,,,,,,,,37,,
Risk of catastrophic expenditure for surgical care (% of people at risk),,,,,,,,,25.5,26.6,25,24.7,21.7,18.4,17.7,16,15.1,15.5,14.2,12.9,13.6,14.9,14.7,15.2
Prevalence of anemia among pregnant women (%),,,,,,26.3,25.9,25.8,25.6,25.3,24.9,24.5,23.9,23.3,22.6,21.9,21.3,20.8,20.3,19.9,19.6,19.4,19.3,19.2
Children with fever receiving antimalarial drugs (% of children under age 5 with fever),,,,,,,,,,,,,,,,,,,,,,,,
"Physicians (per 1,000 people)",1.225,1.2555,1.291,1.2759,1.3734,,,,,,,,,,,,1.8491,,1.882,,,,2.1652,
"Immunization, measles (% of children ages 12-23 months)",87,80,99,95,99,99,99,96,97,97,98,99,99,99,99,99,99,99,98,97,96,95,91,92
"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.41,0.4,0.4,0.41,0.41,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0.38,0.38,0.38,0.38
Adults (ages 15+) and children (ages 0-14) newly infected with HIV,39000,39000,40000,42000,43000,42000,43000,44000,44000,45000,46000,46000,46000,47000,47000,48000,48000,48000,48000,48000,48000,48000,48000,48000
"Prevalence of HIV, male (% ages 15-24)",,,,,,,,,,,,,,,,,,,,,,,,
"People using safely managed drinking water services, urban (% of urban population)",,,,,,82.71864759,82.78397353,82.84929946,82.9146254,82.97995134,83.04527727,83.11060321,83.17592914,83.24125508,83.30658101,83.37190695,83.43723289,83.50255882,84.05021722,84.5986297,85.14779627,85.69771693,86.24839168,86.79982052
"People using at least basic drinking water services, rural (% of rural population)",,,,,,73.3094559,74.33922739,75.36899887,76.39877036,77.42854184,78.45831333,79.48808481,80.5178563,81.54762778,82.57739927,83.60717075,84.63694224,85.66671372,86.69648521,87.72625669,88.75602818,89.16366243,90.81557114,91.84534263
"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",,,,,,25.7,25.1,24.5,24.1,23.9,22.7,22.4,22.1,22,21.6,21.3,21.1,20.5,20.1,19.6,19.5,19.7,19,18.9
"Mortality rate, under-5 (per 1,000 live births)",48,45,42.2,39.5,37,34.7,32.5,30.4,28.4,26.5,24.8,23.2,21.8,20.6,19.6,18.6,17.9,17.2,16.7,16.3,15.9,16.7,15.4,15.2
"Probability of dying among adolescents ages 15-19 years (per 1,000)",5.4,5.5,5.5,5.4,5.4,5.4,5.4,5.5,5.5,5.4,5.4,5.3,5.4,5.4,5.5,5.6,5.8,6,6.2,6.3,6.4,6.3,6.1,5.7
"Cause of death, by non-communicable diseases (% of total)",,,,,,69.1397668,,,,,,,,,,73.0184282,,,,,73.36985534,,,
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,,,,,18.00923769,,,,,,,,,,13.82408275,,,,,14.17620449,,,
Number of deaths ages 5-9 years,6204,6015,5818,5626,5459,5321,5206,5106,5018,4927,4826,4715,4593,4453,4307,4167,4026,3881,3740,3605,3471,3343,3217,3088
Prevalence of anemia among children (% of children ages 6-59 months),,,,,,25.9,25,24.3,23.7,23,22.2,21.4,20.6,19.7,18.7,17.7,16.7,15.9,15.1,14.3,13.7,13,12.5,11.9
"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",,,,,,3.88,,,,,3.66,,,,,3.76,,,,,3.46,,,3.26
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),,,,,,,,,,,,,,,,,,,,,,,,
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",,,,,,,,,,,,,,,5.97222,,,3.03476,,,,,5.13276,
